EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 05-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SD   : daily Snow depth in 1 cm
23-27 Q_SD : quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, GENEVE OBSERVATOIRE (STAID: 241).
Blended and updated with sources: 105112 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SD, Q_SD
105112,19330313,    0,    0
105112,19330314,    0,    0
105112,19330315,    0,    0
105112,19330316,    0,    0
105112,19330317,    0,    0
105112,19330318,    0,    0
105112,19330319,    0,    0
105112,19330320,    0,    0
105112,19330321,    0,    0
105112,19330322,    0,    0
105112,19330323,    0,    0
105112,19330324,    0,    0
105112,19330325,    0,    0
105112,19330326,    1,    0
105112,19330327,    0,    0
105112,19330328,    0,    0
105112,19330329,    0,    0
105112,19330330,    0,    0
105112,19330331,    0,    0
105112,19330401,    0,    0
105112,19330402,    0,    0
105112,19330403,    0,    0
105112,19330404,    0,    0
105112,19330405,    0,    0
105112,19330406,    0,    0
105112,19330407,    0,    0
105112,19330408,    0,    0
105112,19330409,    0,    0
105112,19330410,    0,    0
105112,19330411,    0,    0
105112,19330412,    0,    0
105112,19330413,    0,    0
105112,19330414,    0,    0
105112,19330415,    0,    0
105112,19330416,    0,    0
105112,19330417,    0,    0
105112,19330418,    0,    0
105112,19330419,    0,    0
105112,19330420,    0,    0
105112,19330421,    0,    0
105112,19330422,    0,    0
105112,19330423,    0,    0
105112,19330424,    0,    0
105112,19330425,    0,    0
105112,19330426,    0,    0
105112,19330427,    0,    0
105112,19330428,    0,    0
105112,19330429,    0,    0
105112,19330430,    0,    0
105112,19330501,    0,    0
105112,19330502,    0,    0
105112,19330503,    0,    0
105112,19330504,    0,    0
105112,19330505,    0,    0
105112,19330506,    0,    0
105112,19330507,    0,    0
105112,19330508,    0,    0
105112,19330509,    0,    0
105112,19330510,    0,    0
105112,19330511,    0,    0
105112,19330512,    0,    0
105112,19330513,    0,    0
105112,19330514,    0,    0
105112,19330515,    0,    0
105112,19330516,    0,    0
105112,19330517,    0,    0
105112,19330518,    0,    0
105112,19330519,    0,    0
105112,19330520,    0,    0
105112,19330521,    0,    0
105112,19330522,    0,    0
105112,19330523,    0,    0
105112,19330524,    0,    0
105112,19330525,    0,    0
105112,19330526,    0,    0
105112,19330527,    0,    0
105112,19330528,    0,    0
105112,19330529,    0,    0
105112,19330530,    0,    0
105112,19330531,    0,    0
105112,19330601,    0,    0
105112,19330602,    0,    0
